token	bucket	subtype	universality	total_count	c_tinystories	c_control	c_novice	c_expert	zipf	is_propn	is_name_cased	lemma	lemma_resolves	store_match
pca	named_entity	candidate	1	1	0	0	0	1	2.88	1	1		0	0
pedaling	inflection_miss		1	1	1	0	0	0	2.5	0	0	pedal	1	0
penalise	domain_term		1	1	0	0	0	1	2.11	0	0		0	0
penalize	domain_term		1	1	0	0	1	0	2.74	0	0		0	0
pending	domain_term		1	1	0	0	0	1	4.02	0	0	pende	0	0
pendulum	domain_term		1	1	0	0	0	1	3.27	0	0		0	0
pentru	domain_term		1	1	0	0	0	1	2.05	0	0		0	0
permissible	domain_term		1	1	0	0	0	1	3.2	0	0		0	0
personnel	domain_term		1	1	0	0	0	1	4.56	0	0		0	0
persons	named_entity	candidate	1	1	0	0	0	1	4.43	1	1	person	1	0
peru	named_entity	candidate	1	1	0	0	0	1	3.89	1	1		0	0
peters	named_entity	candidate	1	1	0	0	0	1	3.7	1	1		0	0
phase.1	junk	structural	1	1	0	0	0	1	4.62	0	0		0	0
phd	named_entity	candidate	1	1	0	0	0	1	4.07	0	1		0	0
philippines	named_entity	candidate	1	1	0	0	1	0	4.29	1	1		0	0
pillars	domain_term		1	1	0	0	0	1	3.62	0	0	pillar	0	0
pitching	inflection_miss		1	1	1	0	0	0	3.75	0	0	pitch	1	0
pitter	local		1	1	1	0	0	0	2.17	0	0		0	0
playoff	local		1	1	0	1	0	0	4.13	0	0		0	0
plaything	local		1	1	1	0	0	0	2.51	0	0		0	0
pleading	inflection_miss		1	1	1	0	0	0	3.53	0	0	plead	1	0
pleeease	junk	low_freq	1	1	1	0	0	0	1.48	0	0		0	0
poland	named_entity	candidate	1	1	0	0	1	0	4.24	1	1		0	0
polishing	inflection_miss		1	1	1	0	0	0	3.28	0	0	polish	1	0
poof	local		1	1	1	0	0	0	2.94	0	0		0	0
poorly	local		1	1	0	1	0	0	4.1	0	0		0	0
portal	domain_term		1	1	0	0	0	1	4.0	0	0		0	0
portuguese	named_entity	candidate	1	1	0	0	0	1	4.03	1	1		0	0
postal	domain_term		1	1	0	0	0	1	3.94	0	0		0	0
pow	named_entity	candidate	1	1	1	0	0	0	3.44	1	1		0	0
powerhouse	domain_term		1	1	0	0	0	1	3.44	0	0		0	0
practicig	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
prax	named_entity	candidate	1	1	0	0	0	1	1.58	1	1		0	0
preclude	domain_term		1	1	0	0	0	1	3.03	0	0		0	0
precondition	domain_term		1	1	0	0	0	1	2.63	0	0		0	0
preconditions	domain_term		1	1	0	0	0	1	2.63	0	0	precondition	0	0
preheat	named_entity	candidate	1	1	0	1	0	0	2.9	0	1		0	0
premier	domain_term		1	1	0	0	0	1	4.56	0	0		0	0
premise	domain_term		1	1	0	0	0	1	3.82	0	0		0	0
premium	local		1	1	0	1	0	0	4.33	0	0		0	0
preservation	domain_term		1	1	0	0	0	1	4.01	0	0		0	0
presto	local		1	1	1	0	0	0	2.92	0	0		0	0
prevails	domain_term		1	1	0	0	0	1	3.09	0	0	prevail	0	0
prevalent	domain_term		1	1	0	0	0	1	3.78	0	0		0	0
prices	named_entity	candidate	1	1	0	0	0	1	4.88	0	1	price	1	0
proactively	domain_term		1	1	0	0	0	1	2.82	0	0		0	0
problems	named_entity	candidate	1	1	0	0	0	1	5.19	0	1	problem	1	0
procedure(s	junk	structural	1	1	0	0	0	1	4.42	0	0		0	0
processor	local		1	1	0	1	0	0	3.87	0	0		0	0
procure	domain_term		1	1	0	0	0	1	3.16	0	0		0	0
products	named_entity	candidate	1	1	0	0	0	1	5.04	1	1	product	1	0
profitability	domain_term		1	1	0	0	0	1	3.5	0	0		0	0
progressively	domain_term		1	1	0	0	0	1	3.48	0	0		0	0
prone	local		1	1	0	1	0	0	3.93	0	0		0	0
propāna	junk	structural	1	1	0	0	0	1	0.0	0	0		0	0
protectionism	domain_term		1	1	0	0	1	0	2.81	0	0		0	0
protein	domain_term		1	1	0	0	0	1	4.53	0	0		0	0
provisional	domain_term		1	1	0	0	0	1	3.66	0	0		0	0
provisionally	domain_term		1	1	0	0	0	1	2.79	0	0		0	0
publice	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
publicised	domain_term		1	1	0	0	0	1	2.68	0	0	publicise	0	0
purely	domain_term		1	1	0	0	1	0	4.1	0	0		0	0
pursuant	domain_term		1	1	0	0	0	1	3.56	0	0		0	0
puzzles	named_entity	candidate	1	1	1	0	0	0	3.55	1	1	puzzle	1	0
puzzling	local		1	1	1	0	0	0	3.13	0	0		0	0
puzzlw	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
pénzügyőri	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
quicker	local		1	1	1	0	0	0	3.92	0	0		0	0
quit3	junk	structural	1	1	1	0	0	0	0.0	1	0		0	0
quivering	inflection_miss		1	1	1	0	0	0	2.74	0	0	quiver	1	0
rainwater	local		1	1	1	0	0	0	3.0	0	0		0	0
rating	inflection_miss		1	1	0	1	0	0	4.45	0	0	rat	1	0
rationale	domain_term		1	1	0	0	1	0	3.53	0	0		0	0
rauch	named_entity	candidate	1	1	0	0	0	1	2.32	1	1		0	0
ravens	named_entity	candidate	1	1	1	0	0	0	3.66	1	1	raven	1	0
reasoning	inflection_miss		1	1	0	0	0	1	4.01	0	0	reason	1	0
rebut	domain_term		1	1	0	0	0	1	2.6	0	0		0	0
rebuttal	domain_term		1	1	0	0	0	1	3.1	0	0		0	0
rebutted	domain_term		1	1	0	0	0	1	2.37	0	0	rebut	0	0
recalculate	domain_term		1	1	0	0	0	1	2.16	0	0		0	0
recalibration	domain_term		1	1	0	0	0	1	2.14	0	0		0	0
recipients	domain_term		1	1	0	0	0	1	3.82	0	0	recipient	0	0
recognisable	domain_term		1	1	0	0	0	1	2.97	0	0		0	0
reconsider	domain_term		1	1	0	0	0	1	3.63	0	0		0	0
recourses	domain_term		1	1	0	0	0	1	1.69	0	0	recourse	0	0
rectify	domain_term		1	1	0	0	1	0	3.17	0	0		0	0
redesigned	local		1	1	0	1	0	0	3.3	0	0	redesign	0	0
redex	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
reduced	inflection_miss		1	1	0	0	0	1	4.64	0	0	reduce	1	0
reflexively	domain_term		1	1	0	0	0	1	2.48	0	0		0	0
refund	domain_term		1	1	0	0	0	1	3.94	0	0		0	0
refunded	domain_term		1	1	0	0	0	1	3.18	0	0	refund	0	0
refunds	domain_term		1	1	0	0	0	1	3.37	0	0	refund	0	0
refute	domain_term		1	1	0	0	0	1	3.14	0	0		0	0
regională	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
regionális	named_entity	candidate	1	1	0	0	0	1	0.0	1	0		0	0
reiser	named_entity	candidate	1	1	0	0	0	1	2.21	1	1		0	0
reiterated	domain_term		1	1	0	0	0	1	3.28	0	0	reiterate	0	0
reloading	domain_term		1	1	0	0	0	1	2.77	0	0		0	0
remained	inflection_miss		1	1	1	0	0	0	4.62	0	0	remain	1	0
remanded	domain_term		1	1	0	0	0	1	3.21	0	0	remand	0	0
remedies	named_entity	candidate	1	1	0	0	0	1	3.83	1	1		0	0
renewed	domain_term		1	1	0	0	0	1	4.04	0	0	renew	0	0
repeatly	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
repeats	inflection_miss		1	1	1	0	0	0	3.55	1	0	repeat	1	0
"replied:""oh"	junk	structural	1	1	1	0	0	0	4.25	0	0		0	0
reputational	domain_term		1	1	0	0	0	1	2.34	0	0		0	0
requisite	domain_term		1	1	0	0	0	1	3.24	0	0		0	0
rescinded	domain_term		1	1	0	0	0	1	3.02	0	0	rescind	0	0
resell	domain_term		1	1	0	0	0	1	2.93	0	0		0	0
reseller	domain_term		1	1	0	0	0	1	2.79	0	0		0	0
resilience	domain_term		1	1	0	0	0	1	3.58	0	0		0	0
resistance	local		1	1	0	1	0	0	4.55	0	0		0	0
respectively	domain_term		1	1	0	0	0	1	4.45	0	0		0	0
retaliatory	domain_term		1	1	0	0	1	0	2.85	0	0		0	0
rethink	domain_term		1	1	0	0	0	1	3.47	0	0		0	0
retreated	local		1	1	0	1	0	0	3.38	0	0	retreat	0	0
retying	junk	low_freq	1	1	1	0	0	0	0.0	0	0	retye	0	0
reusable	domain_term		1	1	0	0	0	1	3.21	0	0		0	0
reused	domain_term		1	1	0	0	0	1	3.09	0	0	reuse	0	0
reverse-	junk	structural	1	1	1	0	0	0	4.37	0	0		0	0
reversinng	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
reviewers	local		1	1	0	1	0	0	3.47	0	0	reviewer	0	0
rica	named_entity	candidate	1	1	0	0	0	1	3.75	1	1		0	0
rightly	domain_term		1	1	0	0	0	1	3.73	0	0		0	0
rinnert	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
rode	local		1	1	1	0	0	0	3.91	0	0		0	0
rohm	named_entity	candidate	1	1	0	0	0	1	2.0	1	1		0	0
rollout	domain_term		1	1	0	0	0	1	3.06	0	0		0	0
romania	named_entity	candidate	1	1	0	0	1	0	3.78	1	1		0	0
românia	named_entity	candidate	1	1	0	0	0	1	1.15	1	1		0	0
rotterdam	named_entity	candidate	1	1	0	0	0	1	3.19	1	1		0	0
rounded	inflection_miss		1	1	0	1	0	0	3.98	0	0	round	1	0
roundest	junk	low_freq	1	1	1	0	0	0	1.33	0	0		0	0
routiers	named_entity	candidate	1	1	0	0	0	1	1.2	1	1		0	0
rovetta	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
rowing	inflection_miss		1	1	1	0	0	0	3.39	0	0	row	1	0
royalties	domain_term		1	1	0	0	0	1	3.44	0	0	royalty	0	0
rraaaaaaaawr	named_entity	candidate	1	1	1	0	0	0	0.0	1	1		0	0
rrrr	named_entity	candidate	1	1	1	0	0	0	1.56	1	1		0	0
rubbing	inflection_miss		1	1	1	0	0	0	3.71	0	0	rub	1	0
runnning	junk	low_freq	1	1	1	0	0	0	1.27	0	0	runnne	0	0
russia	named_entity	candidate	1	1	0	0	0	1	4.93	1	1		0	0
rwanda	named_entity	candidate	1	1	0	0	0	1	3.53	1	1		0	0
s	junk	structural	1	1	1	0	0	0	5.86	0	1		0	0
sa	named_entity	candidate	1	1	0	0	0	1	4.3	1	1		0	0
safeguard	domain_term		1	1	0	0	1	0	3.55	0	0		0	0
safeguards	domain_term		1	1	0	0	0	1	3.38	0	0	safeguard	0	0
"said,""if"	junk	structural	1	1	1	0	0	0	5.88	0	0		0	0
"said,""okay"	junk	structural	1	1	1	0	0	0	5.01	1	0		0	0
"said,""this"	junk	structural	1	1	1	0	0	0	5.95	0	0		0	0
"said:""mummy"	junk	structural	1	1	1	0	0	0	3.57	1	0		0	0
sakalauskas	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
sake	domain_term		1	1	0	0	0	1	4.4	0	0		0	0
sat	inflection_miss		1	1	1	0	0	0	4.64	0	0	sit	1	0
satisfactory	domain_term		1	1	0	0	0	1	3.57	0	0		0	0
savannah	named_entity	candidate	1	1	1	0	0	0	3.62	1	0		0	0
sawdust	domain_term		1	1	0	0	0	1	2.85	0	0		0	0
sc	named_entity	candidate	1	1	0	0	0	1	4.18	1	1		0	0
scaredy	local		1	1	1	0	0	0	2.24	0	0		0	0
scerni	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
schenker	named_entity	candidate	1	1	0	0	0	1	2.08	1	1		0	0
scootered	junk	low_freq	1	1	1	0	0	0	0.0	0	0	scootere	1	0
scootering	junk	low_freq	1	1	1	0	0	0	1.35	0	0	scootere	1	0
scoring	local		1	1	0	1	0	0	4.36	0	0		0	0
"screamed,""help"	junk	structural	1	1	1	0	0	0	3.72	0	0		0	0
scrolling	local		1	1	0	1	0	0	3.48	0	0		0	0
scrutiny	domain_term		1	1	0	0	0	1	3.74	0	0		0	0
scurrying	inflection_miss		1	1	1	0	0	0	2.6	0	0	scurry	1	0
se	domain_term		1	1	0	0	0	1	4.29	0	0		0	0
seals	named_entity	candidate	1	1	0	1	0	0	3.85	1	1	seal	1	0
seasoning	inflection_miss		1	1	1	0	0	0	3.28	0	0	season	1	0
secex	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
sectors,[8	junk	structural	1	1	0	0	1	0	4.05	0	0		0	0
seedling	local		1	1	0	1	0	0	2.75	0	0	seedle	0	0
sees	inflection_miss		1	1	1	0	0	0	4.59	0	0	see	1	0
selena	named_entity	candidate	1	1	0	0	0	1	3.25	1	1		0	0
selling	inflection_miss		1	1	1	0	0	0	4.81	0	0	sell	1	0
semiconductor	named_entity	candidate	1	1	0	0	0	1	3.53	1	1		0	0
semiconductors	domain_term		1	1	0	0	0	1	2.93	0	0	semiconductor	0	0
seminars	domain_term		1	1	0	0	0	1	3.5	0	0	seminar	0	0
semisweet	junk	low_freq	1	1	0	1	0	0	1.49	0	0		0	0
sentiment	domain_term		1	1	0	0	0	1	4.03	0	0		0	0
separately	domain_term		1	1	0	0	1	0	4.08	0	0		0	0
separation	domain_term		1	1	0	0	0	1	4.13	0	0		0	0
serbia	named_entity	candidate	1	1	0	0	0	1	3.71	1	1		0	0
servicing	named_entity	candidate	1	1	0	0	0	1	3.44	0	1		0	0
shared	inflection_miss		1	1	1	0	0	0	4.68	0	0	share	1	0
sheltered	inflection_miss		1	1	1	0	0	0	3.48	0	0	shelter	1	0
shimmering	inflection_miss		1	1	1	0	0	0	2.97	0	0	shimmer	1	0
shrinker	junk	low_freq	1	1	1	0	0	0	1.36	0	0		0	0
shrinking	inflection_miss		1	1	1	0	0	0	3.44	0	0	shrink	1	0
shutter	local		1	1	0	1	0	0	3.48	0	0		0	0
sida	named_entity	candidate	1	1	0	0	0	1	2.15	1	1		0	0
siemens	named_entity	candidate	1	1	0	0	0	1	3.33	1	1		0	0
sighting	inflection_miss		1	1	1	0	0	0	3.3	0	0	sight	1	0
sillyness	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
simmi	named_entity	candidate	1	1	1	0	0	0	1.53	1	1		0	0
simplifications/	junk	structural	1	1	0	0	0	1	2.13	0	0		0	0
simplifying	domain_term		1	1	0	0	0	1	3.05	0	0	simplify	0	0
sis	named_entity	candidate	1	1	1	0	0	0	3.63	1	1		0	0
sitting	local		1	1	1	0	0	0	4.86	0	0		0	0
slithering	local		1	1	1	0	0	0	2.39	0	0	slither	0	0
slotted	local		1	1	0	1	0	0	3.07	0	0	slot	0	0
slovakia	named_entity	candidate	1	1	0	0	1	0	3.4	1	1		0	0
smelly-	junk	structural	1	1	1	0	0	0	3.29	0	0		0	0
smugglers	domain_term		1	1	0	0	0	1	3.1	0	0	smuggler	0	0
snached	junk	low_freq	1	1	1	0	0	0	0.0	0	0	snache	0	0
snarling	inflection_miss		1	1	1	0	0	0	2.72	0	0	snarl	1	0
snoozing	local		1	1	1	0	0	0	2.39	0	0		0	0
socio	domain_term		1	1	0	0	0	1	3.58	0	0		0	0
sofishticated	named_entity	candidate	1	1	1	0	0	0	0.0	0	1	sofishticate	0	0
softened	inflection_miss		1	1	0	1	0	0	3.24	0	0	soften	1	0
solver	local		1	1	1	0	0	0	2.82	0	0		0	0
soooooo	local		1	1	1	0	0	0	2.83	0	0		0	0
soothing	local		1	1	1	0	0	0	3.45	0	0		0	0
"sound,""thought"	junk	structural	1	1	1	0	0	0	5.02	0	0		0	0
sound-	junk	structural	1	1	1	0	0	0	5.15	0	0		0	0
spa	named_entity	candidate	1	1	0	0	0	1	3.96	0	1		0	0
spain	named_entity	candidate	1	1	0	0	0	1	4.59	1	1		0	0
sparkles	named_entity	candidate	1	1	1	0	0	0	2.9	1	1	sparkle	1	0
specialised	domain_term		1	1	0	0	0	1	3.45	0	0		0	0
specialized	domain_term		1	1	0	0	1	0	4.07	0	0	specialize	0	0
speeding	inflection_miss		1	1	1	0	0	0	3.68	0	0	speed	1	0
spirits	named_entity	candidate	1	1	0	0	1	0	4.16	1	1	spirit	1	0
splashed	inflection_miss		1	1	1	0	0	0	3.03	0	0	splash	1	0
spot-	junk	structural	1	1	1	0	0	0	4.89	0	0		0	0
sprinked	junk	low_freq	1	1	1	0	0	0	0.0	0	0	sprinke	0	0
ss	named_entity	candidate	1	1	0	0	0	1	4.1	1	1		0	0
staatssecretaris	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
staged	local		1	1	0	1	0	0	3.83	0	0	stag	0	0
stainless	domain_term		1	1	0	0	0	1	3.76	0	0		0	0
stake	local		1	1	0	1	0	0	4.15	0	0		0	0
stakeholder	domain_term		1	1	0	0	0	1	3.01	0	0		0	0
standardising	domain_term		1	1	0	0	0	1	1.79	0	0	standardise	0	0
standing	inflection_miss		1	1	1	0	0	0	4.86	0	0	stand	1	0
statute	domain_term		1	1	0	0	0	1	3.83	0	0		0	0
steering	inflection_miss		1	1	1	0	0	0	3.93	0	0	steer	1	0
stimulate	domain_term		1	1	0	0	1	0	3.67	0	0		0	0
stirrer	local		1	1	1	0	0	0	2.22	0	0		0	0
stoppage	local		1	1	0	1	0	0	3.22	0	0		0	0
streaming	inflection_miss		1	1	0	0	0	1	4.22	0	0	stream	1	0
streamlined	domain_term		1	1	0	0	0	1	3.27	0	0		0	0
streamlining	domain_term		1	1	0	0	0	1	2.86	0	0	streamline	0	0
strengthen	domain_term		1	1	0	0	0	1	4.04	0	0		0	0
strengthens	domain_term		1	1	0	0	0	1	3.28	0	0	strengthen	0	0
stricter	named_entity	candidate	1	1	0	0	1	0	3.23	1	0		0	0
striker	local		1	1	0	1	0	0	3.9	0	0		0	0
studying	inflection_miss		1	1	1	0	0	0	4.42	0	0	study	1	0
stuffed	inflection_miss		1	1	1	0	0	0	3.96	0	0	stuff	1	0
stuttgart	named_entity	candidate	1	1	0	0	0	1	3.2	1	1		0	0
su	named_entity	candidate	1	1	1	0	0	0	3.92	1	0		0	0
subdivision	domain_term		1	1	0	0	0	1	3.63	0	0		0	0
subdivisions	domain_term		1	1	0	0	0	1	3.26	0	0	subdivision	0	0
subheadings	domain_term		1	1	0	0	0	1	1.86	0	0	subheading	0	0
substantiate	domain_term		1	1	0	0	0	1	2.83	0	0		0	0
substantiates	domain_term		1	1	0	0	0	1	1.88	0	0	substantiate	0	0
suitableness	junk	low_freq	1	1	0	0	0	1	0.0	0	0		0	0
suited	inflection_miss		1	1	0	1	0	0	4.03	0	0	suit	1	0
sunbathing	local		1	1	1	0	0	0	2.78	0	0		0	0
sundays	named_entity	candidate	1	1	1	0	0	0	3.75	1	1	sunday	1	0
sunnier	local		1	1	1	0	0	0	2.2	0	0		0	0
suprised	local		1	1	1	0	0	0	2.63	0	0	suprise	0	0
surprised-	junk	structural	1	1	1	0	0	0	4.68	0	0		0	0
suspension/	junk	structural	1	1	0	0	0	1	4.24	0	0		0	0
suspensive	junk	low_freq	1	1	0	0	0	1	1.44	0	0		0	0
swedish	named_entity	candidate	1	1	0	0	0	1	4.21	1	1		0	0
sweeping	inflection_miss		1	1	1	0	0	0	3.79	0	0	sweep	1	0
sweeter	local		1	1	1	0	0	0	3.32	0	0		0	0
swinging	inflection_miss		1	1	1	0	0	0	3.79	0	0	swing	1	0
swirling	inflection_miss		1	1	1	0	0	0	3.17	0	0	swirl	1	0
swiss	named_entity	candidate	1	1	0	0	1	0	4.21	1	1		0	0
swordfighting	junk	low_freq	1	1	1	0	0	0	1.37	0	0	swordfighte	0	0
symposiums	domain_term		1	1	0	0	0	1	2.17	0	0	symposium	0	0
synonymously	domain_term		1	1	0	0	1	0	2.02	0	0		0	0
systematic	domain_term		1	1	0	0	0	1	3.87	0	0		0	0
systematically	domain_term		1	1	0	0	0	1	3.52	0	0		0	0
sàrl	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
t&cs	junk	structural	1	1	0	0	0	1	3.89	0	1		0	0
t1	junk	structural	1	1	0	0	0	1	3.31	1	1		0	0
t1ua	junk	structural	1	1	0	0	0	1	0.0	0	1		0	0
tablespoons	local		1	1	0	1	0	0	3.18	0	0	tablespoon	0	0
tailor	domain_term		1	1	0	0	0	1	3.61	0	0		0	0
taipei	named_entity	candidate	1	1	0	0	0	1	3.32	1	1		0	0
takin	local		1	1	1	0	0	0	3.21	0	0		0	0
talking	inflection_miss		1	1	1	0	0	0	5.29	0	0	talk	1	0
tanzania	named_entity	candidate	1	1	0	0	0	1	3.57	1	1		0	0
tariffs.[11][12	junk	structural	1	1	0	0	1	0	3.61	1	0		0	0
tasting	local		1	1	1	0	0	0	3.65	0	0		0	0
tax‑free	junk	structural	1	1	0	0	1	0	5.02	0	0		0	0
tc	named_entity	candidate	1	1	0	0	0	1	3.52	1	1		0	0
teasier	junk	low_freq	1	1	1	0	0	0	0.0	0	0	teasi	0	0
tech	local		1	1	0	1	0	0	4.69	0	0		0	0
telecommunication	domain_term		1	1	0	0	0	1	3.16	0	0		0	0
tempting	inflection_miss		1	1	1	0	0	0	3.65	0	0	tempt	1	0
tendency	domain_term		1	1	0	0	0	1	3.96	0	0		0	0
terrace	local		1	1	0	1	0	0	3.88	0	0		0	0
terrified	inflection_miss		1	1	1	0	0	0	3.94	0	0	terrify	1	0
terrifying	inflection_miss		1	1	1	0	0	0	3.95	0	0	terrify	1	0
testament	domain_term		1	1	0	0	0	1	4.07	0	0		0	0
textile	domain_term		1	1	0	0	0	1	3.75	0	0		0	0
theend	named_entity	candidate	1	1	1	0	0	0	1.3	1	0		0	0
thereon	domain_term		1	1	0	0	0	1	2.77	0	0		0	0
theyse	named_entity	candidate	1	1	1	0	0	0	0.0	1	1		0	0
things-	junk	structural	1	1	1	0	0	0	5.74	0	0		0	0
thinkin	local		1	1	1	0	0	0	3.34	0	0		0	0
thirdly	domain_term		1	1	0	0	0	1	3.06	0	0		0	0
threatened	inflection_miss		1	1	1	0	0	0	4.36	0	0	threaten	1	0
throwing	inflection_miss		1	1	1	0	0	0	4.4	0	0	throw	1	0
thwarting	domain_term		1	1	0	0	0	1	2.7	0	0	thwart	0	0
tidying	inflection_miss		1	1	1	0	0	0	2.69	0	0	tidy	1	0
tighter	local		1	1	1	0	0	0	3.58	0	0		0	0
timeframe	domain_term		1	1	0	0	0	1	3.16	0	0		0	0
tinged	local		1	1	1	0	0	0	3.08	0	0	ting	0	0
tnt	named_entity	candidate	1	1	0	0	0	1	3.31	1	1		0	0
tollkit	junk	low_freq	1	1	0	0	0	1	0.0	0	0		0	0
tore	local		1	1	1	0	0	0	3.71	0	0		0	0
touchline	local		1	1	0	1	0	0	2.35	0	0		0	0
tracking	inflection_miss		1	1	0	0	0	1	4.25	0	0	track	1	0
travelling	inflection_miss		1	1	1	0	0	0	4.16	0	0	travel	1	0
treasue	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
treasured	local		1	1	1	0	0	0	3.12	0	0		0	0
treaties	domain_term		1	1	0	0	1	0	3.71	0	0	treaty	0	0
trump	named_entity	candidate	1	1	0	0	1	0	4.93	1	1		0	0
tsenov	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
tunisia	named_entity	candidate	1	1	0	0	0	1	3.57	1	1		0	0
twofold	domain_term		1	1	0	0	1	0	2.84	0	0		0	0
ufficio	named_entity	candidate	1	1	0	0	0	1	1.47	1	1		0	0
unanimous	domain_term		1	1	0	0	1	0	3.68	0	0		0	0
unavailability	domain_term		1	1	0	0	0	1	2.54	0	0		0	0
uncertain	domain_term		1	1	0	0	0	1	3.99	0	0		0	0
uncertainties	domain_term		1	1	0	0	0	1	3.39	0	0	uncertainty	0	0
unchecked	local		1	1	0	1	0	0	3.15	0	0		0	0
unclear	domain_term		1	1	0	0	0	1	3.93	0	0		0	0
uncommon	domain_term		1	1	0	0	1	0	3.87	0	0		0	0
uncompetitive	domain_term		1	1	0	0	0	1	2.33	0	0		0	0
underbaked	junk	low_freq	1	1	0	1	0	0	0.0	0	0		0	0
underestimation	domain_term		1	1	0	0	0	1	2.2	0	0		0	0
underlined	domain_term		1	1	0	0	0	1	3.1	0	0	underline	0	0
underlines	domain_term		1	1	0	0	0	1	2.76	0	0	underline	0	0
understated	domain_term		1	1	0	0	0	1	3.11	0	0	understate	0	0
undervaluation	domain_term		1	1	0	0	0	1	1.62	0	0		0	0
undervaluations	junk	low_freq	1	1	0	0	0	1	0.0	0	0	undervaluation	0	0
undocumented	domain_term		1	1	0	0	0	1	3.44	0	0		0	0
undying	local		1	1	1	0	0	0	2.91	0	0		0	0
unequally	domain_term		1	1	0	0	1	0	2.29	0	0		0	0
uneven	domain_term		1	1	0	0	0	1	3.55	0	0		0	0
unfairly	domain_term		1	1	0	0	1	0	3.36	0	0		0	0
unfold	domain_term		1	1	0	0	0	1	3.45	0	0		0	0
unhurried	local		1	1	0	1	0	0	2.15	0	0	unhurrie	0	0
unlimited	domain_term		1	1	0	0	0	1	4.1	0	0		0	0
unloading	inflection_miss		1	1	0	0	0	1	3.24	0	0	unload	1	0
unpackinng	junk	low_freq	1	1	1	0	0	0	0.0	0	0		0	0
unpaid	named_entity	candidate	1	1	0	0	1	0	3.73	1	1		0	0
unreasonably	domain_term		1	1	0	0	0	1	2.92	0	0		0	0
unsalted	local		1	1	0	1	0	0	2.52	0	0		0	0
untapped	domain_term		1	1	0	0	0	1	2.94	0	0		0	0
unveiled	local		1	1	0	1	0	0	3.76	0	0	unveil	0	0
upcoming	domain_term		1	1	0	0	0	1	4.34	0	0		0	0
upgraded	domain_term		1	1	0	0	0	1	3.93	0	0	upgrade	0	0
uruguay	named_entity	candidate	1	1	0	0	0	1	3.7	1	1		0	0
usmca	named_entity	candidate	1	1	0	0	1	0	1.59	1	1		0	0
v	junk	structural	1	1	0	0	0	1	5.06	0	0		0	0
v5	junk	structural	1	1	0	0	0	1	2.56	1	0		0	0
vacated	domain_term		1	1	0	0	0	1	3.3	0	0	vacate	0	0
vague	domain_term		1	1	0	0	0	1	3.87	0	0		0	0
valantiejus	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
vamale	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
vermulst	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
vermögensverwaltung	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
verona	named_entity	candidate	1	1	0	0	0	1	3.13	1	1		0	0
versus	domain_term		1	1	0	0	0	1	4.32	0	0		0	0
viability	domain_term		1	1	0	0	0	1	3.44	0	0		0	0
volley	local		1	1	0	1	0	0	3.24	0	0		0	0
vulnerability	domain_term		1	1	0	0	0	1	3.7	0	0		0	0
vytautas	named_entity	candidate	1	1	0	0	0	1	1.57	1	1		0	0
vám-	junk	structural	1	1	0	0	0	1	1.04	0	1		0	0
vámhivatal	named_entity	candidate	1	1	0	0	0	1	0.0	1	1		0	0
vămilor	junk	structural	1	1	0	0	0	1	0.0	1	1		0	0
wanting	inflection_miss		1	1	1	0	0	0	4.49	0	0	want	1	0
waterlogged	local		1	1	0	1	0	0	2.57	0	0	waterlogge	0	0
waterway	domain_term		1	1	0	0	0	1	3.18	0	0		0	0
waybills	junk	low_freq	1	1	0	0	1	0	1.15	0	0	waybill	0	0
weakening	inflection_miss		1	1	1	0	0	0	3.4	0	0	weaken	1	0
webinar	named_entity	candidate	1	1	0	0	0	1	3.25	1	1		0	0
welcomed	local		1	1	1	0	0	0	3.96	0	0		0	0
whew	named_entity	candidate	1	1	1	0	0	0	3.24	0	1		0	0
whiskey	domain_term		1	1	0	0	1	0	3.78	0	0		0	0
whooped	local		1	1	1	0	0	0	2.53	0	0	whoop	0	0
whooshed	local		1	1	1	0	0	0	1.68	0	0	whoosh	0	0
wildflowers	local		1	1	1	0	0	0	2.79	0	0	wildflower	0	0
winger	local		1	1	0	1	0	0	3.57	0	0		0	0
