en_lemma	total_freq	action	eo_root	eo_word	eo_gloss	component_roots	proposed_tier	cefr	alt_candidates	flag	notes
prick	2	NEW	kac	kaco	cock, prick, dick (vulgar terms for penis)		1	A1	piki, pikilo, piko, punkcii	ok	
pucker	2						1	A1		no_match	
quicken	2	NEW	vivig	vivigi	to animate, invigorate, quicken		1	A1	rapidigi	ok	
quiver	2	LINK	trem	tremi	to quiver, shiver, tremble, shake, tremble		1	A1	sagujo, tremeti, tremo	ok	
rack	2	NEW	rak	rako	rack		1	A1	arako, streĉilo	ok	
reassuringly	2	NEW	trankvilig	trankvilige	reassuringly		1	A1		ok	
rebuild	2	NEW	refar	refari	to redo, remake, regenerate, restore, rebuild		1	A1	rekonstrui	ok	
receptionist	2	NEW	akceptist	akceptisto	receptionist		1	A1	akceptistino	ok	
recess	2	LINK	paŭz	paŭzo	break, intermission, pause, recess, interval, rest, stop		1	A1	alkovo	ok	
reckless	2	NEW	senzorg	senzorga	careless, neglectful, reckless, remiss		1	A1	neprudenta	ok	
reflective	2	NEW	rebril	rebrila	reflective		1	A1	konsiderema, pripensema, reflekta	ok	
repairman	2	NEW	riparist	riparisto	repairman		1	A1		ok	
responsibly	2	NEW	respondec	respondece	responsibly		1	A1		ok	
restful	2						1	A1		no_match	
retrieve	2	LINK	ricev	ricevi	to get, have, receive, retrieve		1	A1	ekstrakti	ok	
rinse	2	LINK	ban	bani	to bathe, rinse, wash (over), submerge		1	A1	akvumi, gargari, laveti	ok	
ritual	2	NEW	rit	rita	ritual, ritualistic		1	A1	ritaro, ritlibro	ok	
rotten	2	NEW	aĉ	aĉa	lousy, rotten, poor in quality, ugly, wretched, no good		1	A1	aĉi, putra	ok	
savor	2	LINK	gust	gusto	flavor, relish, savor, taste, zest		1	A1		ok	
scenery	2	LINK	pejzaĝ	pejzaĝo	landscape, scenery		1	A1		ok	
scootere	2						1	A1		no_match	
scratchy	2	NEW	gratec	grateca	scratchy		1	A1		ok	
sensor	2	NEW	sensil	sensilo	pickup, sensing device, sensor, transducer		1	A1	sensoro, sentilo	ok	
shady	2	LINK	ombr	ombra	shaded, shadowy, shady		1	A1	ombroplena, suspekta	ok	
shortcut	2	NEW	irmallongig	irmallongigo	shortcut		1	A1	fulmoklava, kurtvojo	ok	
sill	2	NEW	sojl	sojlo	sill, threshold		1	A1		ok	
siren	2	NEW	siren	sireno	mermaid, siren		1	A1		ok	
sizzle	2						1	A1		no_match	
sleeve	2	NEW	manik	maniko	sleeve		1	A1		ok	
smear	2	NEW	gum	gumi	to erase, gum, smear (with gum)		1	A1	fifamiga, fifamigi, fifamigo, ŝmiri	ok	
smoothly	2	LINK	glat	glate	smoothly, sleekly		1	A1		ok	
snore	2	NEW	ronk	ronki	to snore		1	A1		ok	
snort	2	NEW	ekronk	ekronki	to snort		1	A1	snufegi	ok	
sobs	2						1	A1		no_match	
softness	2	NEW	molec	moleco	mellowness, softness, tenderness		1	A1	karesemo, mallaŭteco	ok	
soothe	2	NEW	konsol	konsoli	to cheer, comfort, console, soothe, solace		1	A1	kvietigi, trankviligi	ok	
soundly	2						1	A1		no_match	
souvenir	2	NEW	memoraĵ	memoraĵo	keepsake, memento, souvenir, memorial		1	A1	memorigaĵo, suveniro	ok	
spank	2	NEW	manbat	manbati	to spank	man+bat	1	A1		compound	
speechless	2	NEW	mut	muta	dumb, mute, speechless, silent		1	A1	senparola, senvorta	ok	
splish	2						1	A1		no_match	
spook	2						1	A1		no_match	
squabble	2	NEW	disputaĉ	disputaĉi	to squabble, wrangle		1	A1	kunbekiĝi, malpaceti	ok	
starle	2						1	A1		no_match	
stool	2	NEW	benket	benketo	small bench, stool		1	A1	skabelo, tabureto	ok	
strap	2	NEW	ligil	ligilo	band, strap, bond, tie, leash, tether, linker, link (WWW)		1	A1	portrimeno, rimenligi, rimeno	ok	
strut	2	NEW	pav	pavi	to show off, strut, swagger		1	A1	subtenaĵo	ok	
stung	2						1	A1		no_match	
stutter	2	NEW	balbut	balbuti	to falter, stammer, stutter		1	A1	balbuto	ok	
sugary	2				bland, sugary		1	A1	afekte milda	no_match	
surprisingly	2						1	A1		no_match	
suspicious	2	NEW	malfid	malfida	suspicious		1	A1	malfidema, suspekta, suspektema, suspektiga, suspektinda	ok	
swallow	2	NEW	glut	gluti	to swallow		1	A1	forgluti, gluto, hirundo	ok	
swap	2	NEW	svop	svopo	swap		1	A1	interŝanĝi, permuti	ok	
swat	2						1	A1		no_match	
sweat	2	NEW	ŝvit	ŝviti	to perspire, sweat		1	A1	ŝvito	ok	
sweaty	2	NEW	ŝvit	ŝvita	sweaty		1	A1		ok	
swimmer	2	NEW	naĝant	naĝanto	swimmer		1	A1	naĝisto	ok	
swipe	2						1	A1		no_match	
swirls	2						1	A1		no_match	
swollen	2	NEW	ŝvelig	ŝveligi	to distend, inflate, swell, swollen		1	A1		ok	
tar	2	NEW	gudr	gudri	to tar		1	A1	gudro	ok	
teamwork	2						1	A1		no_match	
tense	2	LINK	temp	tempo	time, beat, tense		1	A1	streĉi, tenso	ok	
tentacle	2	NEW	tentakl	tentaklo	tentacle		1	A1		ok	
terribly	2	LINK	terur	terure	awfully, frightful, terribly		1	A1		ok	
thankfully	2	LINK	dank	danke	thankfully		1	A1	dankeme	ok	
thoughtfulness	2	NEW	antaŭzorg	antaŭzorgo	foresight, forethought, preservation, thoughtfulness, providence, precaution	antaŭ+zorg	1	A1		compound	
tighten	2	NEW	string	stringi	to hug, squeeze, tighten, draw, constrict		1	A1	plifirmigi, plistreĉi	ok	
tilt	2	LINK	klin	klini	to bend, incline, tilt, lean, slope, tilt		1	A1	duonlevi, kliniĝo, kliniigi, kovrilego, misiro	ok	
timid	2	NEW	timem	timema	afraid, timid, faint hearted, timid		1	A1		ok	
tirelessly	2	NEW	senlac	senlace	tirelessly, untiringly		1	A1		ok	
tocke	2						1	A1		no_match	
toed	2						1	A1		no_match	
toolbox	2	NEW	ilkest	ilkesto	toolbox		1	A1		ok	
trading	2	NEW	negocad	negocado	negotiation, trading		1	A1	komercado	ok	
trim	2	NEW	garn	garni	to decorate, embellish, equip, fit out, furnish, garnish, trim, reinforce, strengthen, adorn		1	A1	bonordigi, ĉirkaŭhaki, ĉirkaŭtranĉi, galono, garnituri	ok	
trouser	2						1	A1		no_match	
trudge	2						1	A1		no_match	
trustworthy	2	NEW	fidel	fidela	accurate, exact, faithful, loyal, staunch, trusty, trustworthy		1	A1	fidinda, konfidebla	ok	
twinkly	2						1	A1		no_match	
twirls	2						1	A1		no_match	
ungrateful	2	NEW	nedank	nedanka	ungrateful		1	A1	maldankema, nedankema, sendanka, sendankema	ok	
unroll	2	NEW	malrul	malruli	to unroll		1	A1	malbobeni, malfaldi, malvolvi	ok	
unwanted	2	NEW	nedezirat	nedezirata	unwanted, unsolicited		1	A1	malaperinda	ok	
unwrap	2	NEW	elvolviĝ	elvolviĝi	to expound, open, unwind, unwrap		1	A1	senŝeligi	ok	
victorious	2	NEW	venkint	venkinta	victorious		1	A1		ok	
waggle	2	NEW	sving	svingo	wag, waggle, wave		1	A1		ok	
watchful	2	LINK	vigl	vigla	adroit, agile, alert, brisk, keen, lively, nimble, vigilant, watchful		1	A1	atentema, egardema, gardema, zorgema	ok	
waterfall	2	NEW	kaskad	kaskado	cascade, waterfall		1	A1	akvafalo, akvofalo, falakvo	ok	reclaimed from proper_noun — confirm not a name
webcam	2	NEW	retkamera	retkamerao	webcam	ret+kamera	1	A1		compound	
weightless	2	NEW	senpez	senpeza	weightless		1	A1		ok	
whilst	2	LINK	dum	dum	during, while, for, whereas, whilst		1	A1		ok	
whine	2	NEW	bleket	bleketi	to squeak, purr, whine		1	A1	ploreti, plorplendi, plorplendo	ok	
whir	2	NEW	graŭl	graŭlo	whirr, whir, throb, hum, drone		1	A1		ok	
whirlpool	2	NEW	akvokirl	akvokirlo	whirlpool		1	A1	akvoturnejo, akvoturno, kirlakvo, turnakvo	ok	
whisk	2	LINK	bala	balai	to sweep, whisk		1	A1	fojnbalao, kirlilo	ok	
whispering	2	LINK	flustr	flustra	whispering		1	A1		ok	
windier	2						1	A1		no_match	
wisely	2	LINK	saĝ	saĝe	with wisdom, wisely		1	A1	prudente	ok	
woodpecker	2	NEW	peg	pego	woodpecker		1	A1		ok	
x.	2						1	A1		no_match	
$	1						1	A1		no_match	
'bout	1						1	A1		no_match	
abide	1	LINK	atend	atendi	to abide, expect, wait (for), await		1	A1	elteni, ĝisatendi, persisti, restadi, suferi	ok	
aboard	1	NEW	enbus	enbuse	aboard		1	A1	enaŭtobuse, enŝipe, enŝipiĝinta, envagone	ok	
achy	1	NEW	dolorec	doloreca	achy		1	A1		ok	
admiringly	1	LINK	admir	admire	admiringly		1	A1		ok	
adventuresome	1	NEW	riskoplen	riskoplena	adventuresome, risky	risk+plen	1	A1		compound	
afloat	1	LINK	naĝ	naĝe	afloat		1	A1	flose, flotanta	ok	
ajar	1	NEW	malharmoni	malharmonia	ajar, discordant		1	A1	duonfermita, malfermetita	ok	
alleyways	1						1	A1		no_match	
allowance	1	NEW	eblig	ebligo	allowance		1	A1	dekalkulo, monasignaĵo, monasigno, porcio, poŝmono	ok	
alphabet	1	NEW	aboc	aboco	ABC, alphabet, basics, fundamentals, primer, rudiments		1	A1	alfabeto, signaro	ok	
amazingly	1	LINK	mir	mire	amazingly, astonishingly		1	A1		ok	reclaimed from proper_noun — confirm not a name
amiss	1	NEW	mis	misa	faulty, incorrect, amiss		1	A1		ok	
ancestor	1	NEW	atav	atavo	ancestor		1	A1	praulo	ok	
andjim	1						1	A1		no_match	
antic	1	NEW	klaŭnaĵ	klaŭnaĵo	antic		1	A1	burleskaĵo	ok	
anything-	1						1	A1		no_match	
apologizer	1						1	A1		no_match	
apology	1	NEW	ekskuz	ekskuzo	apology		1	A1	apologio, pardonpeto	ok	
applause	1	NEW	aplaŭdoad	aplaŭdoado	applause		1	A1		ok	
appreciative	1	NEW	aplaŭdem	aplaŭdema	appreciative		1	A1		ok	
aquarium	1	NEW	akvari	akvario	aquarium	akv+ari	1	A1		compound	
archer	1	NEW	arkist	arkisto	archer, bowman		1	A1	arbalestisto, arkopafisto, arkpafanto, arkpafisto, pafarkisto	ok	
archery	1	NEW	arkopaf	arkopafo	archery		1	A1	arkopafado, arkpafado	ok	
arctic	1	NEW	arkt	arkta	arctic		1	A1	arktika, nordpolusa	ok	reclaimed from proper_noun — confirm not a name
assemble	1	LINK	munt	munti	to assemble, link, mount, set, build		1	A1	asembli, kolekti, kunmeti, kunmunti, kunveni	ok	
assure	1	LINK	asekur	asekuri	to assure, insure, underwrite		1	A1	certigi	ok	
automobile	1	LINK	aŭt	aŭto	automobile, car		1	A1	aŭtomobilo	ok	
autumn	1	NEW	aŭtun	aŭtuna	autumn		1	A1	aŭtuno	ok	
await	1	LINK	atend	atendi	to abide, expect, wait (for), await		1	A1	ĝisatendi	ok	
awely	1						1	A1		no_match	
awestruck	1						1	A1		no_match	
baaed	1						1	A1		no_match	
babysitter	1	NEW	vartantin	vartantino	babysitter		1	A1	bebogardantino, bebogardanto, bebzorgantino, bebzorganto, infanvartanto	ok	
"back,""be"	1						1	A1		no_match	
bail	1	NEW	bejl	bejlo	bail		1	A1	ĉerpi, garantiaĵo, kaŭcii, kaŭcio	ok	
bait	1	NEW	log	logo	allurement, bait, enticement; log		1	A1	allogaĵo, ĉikani, hokmuntaĵo, logaĵo, logilo	ok	reclaimed from proper_noun — confirm not a name
balancer	1						1	A1		no_match	
barnyard	1	NEW	farmkort	farmkorto	barnyard	farm+kort	1	A1	birdokorto, stalkorto	compound	
beachs	1						1	A1		no_match	
bearable	1	NEW	tolerebl	tolerebla	bearable, tolerable		1	A1		ok	
bedspread	1				bedspread, counterpane, coverlet		1	A1	lita superkovrilo	no_match	
behold	1	NEW	j	jen	behold, here is, here are, look, there		1	A1		ok	
bendy	1						1	A1		no_match	
beneficial	1	LINK	bonfar	bonfara	beneficent, beneficial, charitable, humanitarian, welfare		1	A1	profita	ok	
bicker	1	NEW	disput	disputi	to argue, dispute, bicker, contest, wrangle, contend		1	A1	disputeti	ok	
bicyle	1						1	A1		no_match	
bin-	1						1	A1		no_match	
birdsong	1						1	A1		no_match	
biscuit	1	NEW	keks	kekso	biscuit, cookie		1	A1	biskoto, biskvito, kringo	ok	
blackbird	1	NEW	merl	merlo	blackbird		1	A1		ok	
blessing	1	NEW	ben	beno	benediction, blessing, boon		1	A1	benado, benaĵo, benoado	ok	
boastful	1	NEW	vantem	vantema	boastful, bragging		1	A1	memlaŭda, sinmontrema	ok	
bob	1						1	A1		no_match	
bobbed	1						1	A1		no_match	
bold	1	LINK	dik	dika	thick, corpulent, fat, stout, plump, bold (font)		1	A1	aŭdaca, dikiga, diklitera, grasa, grasigita	ok	
bond-	1						1	A1		no_match	
boredom	1	LINK	enu	enuo	annoyance, boredom, worry, weariness		1	A1	malamuzo, malintereso	ok	
bouquet	1	NEW	buked	bukedo	bunch, bouquet		1	A1		ok	
brag	1	NEW	bluf	blufi	to bluff, brag		1	A1	fanfaroni, memlaŭdo	ok	
brainstorm	1						1	A1		no_match	
brass	1	NEW	latun	latuna	brass		1	A1	latunaj, latuno	ok	
bravado	1						1	A1		no_match	
bray	1	NEW	ia	iai	to bray		1	A1	azenbleki	ok	
breakthrough	1	NEW	avanceg	avancego	breakthrough		1	A1	trarompo	ok	
brew	1	NEW	bras	brasi	to brew		1	A1	bierfari	ok	
brigade	1	NEW	brigad	brigado	brigade		1	A1		ok	
broomstick	1	NEW	balailstang	balailstango	broomstick		1	A1	balailtenilo	ok	
brownish	1	NEW	brunet	bruneta	brownish		1	A1	dubebruna, duonbruna	ok	
browse	1	LINK	foli	folii	to browse, leaf through, page through		1	A1	esplori, foliumi, krozi, paĝumi, retumi	ok	
buck	1	NEW	baŭm	baŭmi	to buck (as a horse)		1	A1	akrupi, kornobati, pranci, virkuniklo, virleporo	ok	
burp	1	NEW	rukt	rukti	to belch, burp		1	A1	rukto	ok	
busily	1						1	A1		no_match	
cackle	1	NEW	gak	gaki	to cackle		1	A1	pepegi, vortmueli	ok	
calmness	1	NEW	flegm	flegmo	apathy, indifference, phlegm, stolidity, composure, calmness		1	A1	kvieteco, sereno, trankvileco, trankvilo	ok	
calmyou	1						1	A1		no_match	
camper	1	NEW	domaŭt	domaŭto	camper (vehicle)	dom+aŭt	1	A1	loĝaŭto, ruldomo	compound	
canoe	1	NEW	kanu	kanuo	canoe		1	A1	kanato, kanoto	ok	
caramel	1	NEW	karamel	karamelo	caramel	kar+mel	1	A1		compound	reclaimed from proper_noun — confirm not a name
careen	1						1	A1		no_match	
caretaker	1	NEW	zorgant	zorganto	caretaker, guardian, protector		1	A1	domgardistino, domgardisto	ok	
cartwheel	1						1	A1		no_match	
catchy	1						1	A1		no_match	
char	1	NEW	brulet	bruleti	to char, scorch, smolder, singe		1	A1		ok	
charmy	1						1	A1		no_match	
chatty	1						1	A1		no_match	
checkup	1						1	A1		no_match	
cheery	1						1	A1		no_match	
chin	1	NEW	menton	mentono	chin		1	A1		ok	
chocolaty	1						1	A1		no_match	
choke	1	NEW	boben	bobeno	bobbin, coil, reel, spool, choke, inductor, reactor		1	A1	strangoli, strangolilo, sufoki, sufokiĝi	ok	
chomp	1						1	A1		no_match	
choppy	1						1	A1		no_match	
chord	1	NEW	akord	akordo	accord, accordance, agreement, chord, concord, concurrence, concurrency, consonance		1	A1	konsonanco	ok	
chorus	1	NEW	ĥor	ĥoro	chorus, choir		1	A1	ĥoraro, koruptanto, refreno	ok	
churn	1	NEW	buterig	buterigi	to churn		1	A1	buterfari, buterilo	ok	
clam	1	NEW	lamelibranki	lamelibrankio	clam		1	A1		ok	
clamber	1	NEW	suprenramp	suprenrampi	to clamber, climb, scramble up	supr+ramp	1	A1		compound	
classwork	1						1	A1		no_match	
cleaner	1						1	A1		no_match	
cleanly	1						1	A1		no_match	
cleansing	1						1	A1		no_match	
cleverer	1						1	A1		no_match	
cleverly	1	NEW	lert	lerte	cleverly		1	A1		ok	
clingin	1						1	A1		no_match	
clink	1	NEW	tint	tinti	to chink, clink, jingle, tinkle		1	A1	tintigi, tinto	ok	
clip	1	NEW	klip	klipo	clasp, clip		1	A1	eltondaĵo, eltondi, filmitaĵero, tondi, tranĉeto	ok	
clothesline	1	NEW	pendigŝnur	pendigŝnuro	clothesline		1	A1		ok	
cloudless	1	NEW	sennub	sennuba	cloudless		1	A1		ok	
clumsily	1	NEW	fuŝ	fuŝe	clumsily, ineptly		1	A1		ok	
cluttered	1						1	A1		no_match	
cocoon	1	NEW	kokon	kokono	cocoon		1	A1		ok	
coil	1	NEW	boben	bobeno	bobbin, coil, reel, spool, choke, inductor, reactor		1	A1		ok	
colder	1						1	A1		no_match	
collaboration	1	NEW	kunlabor	kunlaboro	collaboration		1	A1	kunlaborado	ok	
collage	1	NEW	glubild	glubildo	collage	glu+bild	1	A1		compound	
colony	1	NEW	koloni	kolonio	colony, settlement		1	A1		ok	
commotion	1	NEW	agit	agito	agitation, commotion, disturbance, excitement, flutter, turmoil		1	A1	agitado, agitiĝo, komocio, konfuzo, sensacio	ok	
como	1						1	A1		no_match	
companionable	1						1	A1		no_match	
compartment	1	LINK	fak	fako	area of expertise, branch, compartment, department, section, specialty, subject, discipline		1	A1	fakego, kompartimento, kupeo, vagonfako	ok	
compromise	1	NEW	kompromit	kompromiti	to compromise, endanger, imperil, jeopardize, prejudice		1	A1	kompromisi, kompromiso	ok	
conductor	1	NEW	kondukant	kondukanto	conductor, leader		1	A1	dirigento, kondukisto, konduktanto, konduktilo, konduktoro	ok	
congratulation	1	NEW	gratul	gratulo	congratulation		1	A1		ok	reclaimed from proper_noun — confirm not a name
considerate	1	NEW	pripensem	pripensema	circumspect, considerate, critical, reflective, thoughtful		1	A1	konsiderema	ok	
console	1	NEW	konsol	konsoli	to cheer, comfort, console, soothe, solace		1	A1	konzolo	ok	
contagious	1	LINK	infekt	infekta	catching, contagious, infectious		1	A1	komunikebla, kontaĝa	ok	
contentedly	1						1	A1		no_match	
conveyor	1						1	A1		no_match	
cooktop	1						1	A1		no_match	
coop	1	NEW	kaĝeg	kaĝego	coop		1	A1	kaĝigi, kokejo	ok	
corridor	1	NEW	koridor	koridora	corridor		1	A1	koridoro, trairejo	ok	
courageously	1	LINK	kuraĝ	kuraĝe	courageously		1	A1		ok	
courteous	1	LINK	ĝentil	ĝentila	polite, gentle, civil, courteous, well-mannered, polished, refined		1	A1	bonmaniera, kompleza, komplezema	ok	
courtyard	1	LINK	kort	korto	court, yard, courtyard, enclosed area, quadrangle		1	A1		ok	
crawly	1						1	A1		no_match	
crossly	1						1	A1		no_match	
cruelly	1	LINK	kruel	kruele	cruelly		1	A1		ok	
crumple	1	NEW	ĉif	ĉifi	to crease, crumble, crumple, rumple, wrinkle		1	A1	ŝrumpi	ok	
crush	1	NEW	pist	pisti	to crush, pound, grind		1	A1	alkuro, disfrakasi, dispisti, dispremi, frakasi	ok	
cub	1	NEW	leonid	leonido	cub (of lion)		1	A1		ok	
"cub---""be"	1						1	A1		no_match	
cucumber	1	NEW	kukum	kukumo	cucumber		1	A1	kukumeto	ok	
culprit	1	NEW	kulpul	kulpulo	culprit, delinquent		1	A1		ok	
cutter	1	NEW	kutr	kutro	cutter		1	A1	randtranĉilo, tajlisto, tranĉanto	ok	
damp	1	NEW	humid	humida	damp, humid, moist		1	A1	amortizi, humideco, malseka, malsekaĵo, malsekeco	ok	
dangle	1	NEW	pendet	pendeti	to dangle		1	A1		ok	
de	1						1	A1		no_match	
deader	1						1	A1		no_match	
dearly	1						1	A1		no_match	
deed	1	NEW	akt	akto	act, certificate, diploma, (legal) document, deed		1	A1	faritaĵo, faro	ok	
delicately	1	NEW	delikat	delikate	delicately		1	A1		ok	
delightful	1	NEW	rav	rava	delightful, lovely, exquisite, ravishing		1	A1	ĉarmega, feliĉiga	ok	
descend	1	NEW	malleviĝ	malleviĝi	to descend, go down		1	A1	descendi, malsupreniĝi, malsupreniri, malsuprenveni	ok	
destruction	1	NEW	pere	pereo	destruction, doom, downfall, fall, perdition, ruin, wreck		1	A1	destruado, detruado, detruo, pereigo, pereiĝo	ok	
detour	1	NEW	deturn	deturni	to avert, lead astray, turn away, ward off, detour		1	A1	devojiĝo, forturni	ok	
different--	1						1	A1		no_match	
dinnertime	1						1	A1		no_match	
dinos	1						1	A1		no_match	
dipping	1						1	A1		no_match	
disagreeable	1						1	A1		no_match	
disagreement	1	NEW	diskord	diskordo	disagreement, discord, dissension		1	A1	disputego, malkonkordo, malkonsento, malsamopinio	ok	
disapointe	1						1	A1		no_match	
discomfort	1	NEW	malkomfort	malkomforto	discomfort		1	A1		ok	
disguise	1	NEW	maskum	maskumo	disguise		1	A1	alivesti, kaŝvesti, kaŝvesto, maskovesti, maskvesto	ok	
disintegrate	1	NEW	disig	disigi	to disband, disconnect, disintegrate, divide, separate, disunite, sever, delimit		1	A1	diserigi, malintegriĝi	ok	
disobedient	1	NEW	malobe	malobea	disobedient, insubordinate		1	A1	malobeema, neobeema	ok	
disrespectful	1	NEW	nerespekt	nerespekta	disrespectful		1	A1	malrespekte	ok	
disrupt	1	NEW	disromp	disrompi	to break off, smash, disrupt		1	A1		ok	
distract	1	LINK	distr	distri	to amuse, distract, divert, entertain, unbend, relax		1	A1	distriĝi, malatentigi, malenuigi	ok	
distressed	1	NEW	angor	angora	distressed, oppressing		1	A1		ok	
ditch	1	LINK	fos	foso	ditch		1	A1	defluilo, fosaĵo, kanalizi	ok	
dizziness	1	NEW	vertiĝ	vertiĝo	dizziness, vertigo		1	A1	kapturniĝo, kapturno	ok	
doe	1	NEW	cervin	cervino	doe, hind		1	A1		ok	
dollop	1						1	A1		no_match	
doom	1	NEW	pere	pereo	destruction, doom, downfall, fall, perdition, ruin, wreck		1	A1	kondamno	ok	
doormat	1	NEW	pordomat	pordomato	doormat	por+dom	1	A1	skraptapiŝo	compound	
doughnut	1	NEW	benjet	benjeto	doughnut		1	A1		ok	
downstream	1	NEW	kunflu	kunflue	downstream		1	A1	laŭflua, laŭflue	ok	
dreamland	1	NEW	revland	revlando	dreamland	rev+land	1	A1	revolando	compound	reclaimed from proper_noun — confirm not a name
drench	1	NEW	akvum	akvumi	to flush, drench, irrigate, water, rinse		1	A1		ok	
drill	1	NEW	bor	bori	to bore, drill		1	A1	borilo, drili, drilo, ekzerci, ekzerco	ok	
drool	1						1	A1		no_match	
droop	1	LINK	pend	pendi	to droop, hang		1	A1		ok	
drummer	1	NEW	drumist	drumisto	drummer		1	A1	tamburisto	ok	
e	1	NEW	neper	nepero	e (mathematical constant), Napier’s constant		1	A1		ok	
eachother	1						1	A1		no_match	
easel	1	NEW	stabl	stablo	bench, easel, workbench, support, stand		1	A1		ok	
ecstatic	1	NEW	ekstaz	ekstaza	ecstatic		1	A1	feliĉega	ok	
eerie	1	NEW	tremig	tremiga	eerie, grisly, gruesome, macabre		1	A1	harstariga	ok	
eh	1	LINK	h	he	eh, hey, say		1	A1		ok	reclaimed from proper_noun — confirm not a name
elbow	1	NEW	kubut	kubuto	elbow		1	A1		ok	
elegant	1	NEW	elegant	eleganta	elegant, smart		1	A1		ok	
embarrass	1	LINK	embaras	embarasi	to embarrass, encumber, hamper, perplex, inconvenience, hinder, impede		1	A1		ok	
embrace	1	NEW	brakum	brakumi	to embrace, hug		1	A1	ampleksi, brakumo, ĉirkaŭbraki, ĉirkaŭpremi, ĉirkaŭpreni	ok	
empower	1	NEW	povig	povigi	to empower		1	A1	rajtigi	ok	
enchant	1	NEW	rav	ravi	to delight, enchant, enrapture		1	A1		ok	
enclosure	1	NEW	enmetaĵ	enmetaĵo	enclosure		1	A1	ĉirkaŭbarejo, kunsendaĵo	ok	
encouragement	1	NEW	kuraĝig	kuraĝigo	encouragement		1	A1		ok	
encouragingly	1						1	A1		no_match	
endless	1	LINK	etern	eterna	endless, eternal, everlasting, perpetual, never-ending		1	A1	senĉesa, senfina	ok	
endlessly	1	NEW	senfin	senfine	ad infinitum, endlessly		1	A1		ok	
enforce	1						1	A1		no_match	
enthral	1						1	A1		no_match	
enthusiastically	1	LINK	entuziasm	entuziasme	eagerly, enthusiastically		1	A1		ok	
esta	1						1	A1		no_match	
etc	1	NEW	k.t.p.	k.t.p.	(kaj tiel plu) et cetera, etc.		1	A1		ok	
eventhough	1						1	A1		no_match	
exception	1	NEW	escept	escepto	exception, exclusion		1	A1		ok	
excessive	1	NEW	tro	troa	excessive, undue		1	A1	ekscesa, senmezura, supermezura	ok	reclaimed from proper_noun — confirm not a name
excite	1	NEW	incit	inciti	to abet, excite, incite, provoke, rouse, stimulate, stir up, irritate		1	A1	eksciti	ok	
extravagance	1	NEW	malŝpar	malŝparo	dissipation, extravagance, waste		1	A1	ekstravaganco	ok	
eyebrow	1	NEW	brov	brovo	brow, eyebrow		1	A1		ok	
eyeshadow	1						1	A1		no_match	
farth	1						1	A1		no_match	
fawn	1	NEW	cervid	cervido	fawn		1	A1	cervokolora, flavbruna, kapreolido, rampaĉi	ok	
fearless	1	LINK	kuraĝ	kuraĝa	audacious, bold, brave, courageous, valiant, daring, fearless, intrepid		1	A1	sentima	ok	
festive	1	NEW	festen	festena	festive		1	A1		ok	
fidget	1	NEW	movadiĝ	movadiĝi	to fidget		1	A1		ok	
fighter	1	NEW	luktant	luktanto	fighter, wrestler		1	A1	batalpartiano, ĉasavio, pugnoluktisto	ok	
filling	1	NEW	satig	satiga	filling		1	A1	plombaĵo	ok	
finder	1	NEW	serĉil	serĉilo	finder, search command, search engine, search tool, search function		1	A1		ok	
firewood	1	NEW	hejtlign	hejtligno	firewood		1	A1	brulligno	ok	
fleck	1						1	A1		no_match	
flee	1	NEW	fuĝ	fuĝi	to flee, run away		1	A1	ekfuĝi, eskapi, flugi	ok	
fleeting	1	NEW	nedaŭr	nedaŭra	fleeting, temporary, brief, transitory, provisional, transient		1	A1	maldaŭra, sendaŭra	ok	
flex	1	LINK	fleks	fleksi	to bend, flex, inflect		1	A1	infleksa, transfleksiĝa	ok	
flick	1						1	A1		no_match	
flier	1	NEW	flugist	flugisto	flier		1	A1	flugfolio	ok	
flit	1	NEW	flirt	flirti	to flirt, flit, flutter		1	A1	transkuri	ok	
flowerbe	1						1	A1		no_match	
flowerpot	1	NEW	florpot	florpoto	flowerpot	flor+pot	1	A1		compound	
fondness	1	NEW	amec	ameco	fondness, tenderness		1	A1	korinklino	ok	
fool	1	NEW	bufon	bufono	fool, freak, zany		1	A1	abderano, burleskulo, malprudentulo, malsaĝigi, malsaĝulo	ok	
foolishness	1	NEW	malsaĝ	malsaĝo	foolishness		1	A1	malprudenteco, malsaĝeco, stultaĵo	ok	
forgetful	1	LINK	forges	forgesa	forgetful, oblivious		1	A1	forgesema	ok	
fortress	1	NEW	fortres	fortreso	fortress		1	A1	fortikaĵo	ok	
fortunate	1	LINK	feliĉ	feliĉa	fortunate, happy, lucky		1	A1	bonokaza, bonsorta, fortuna	ok	
forwards	1						1	A1		no_match	
freely	1	LINK	liber	libere	freely		1	A1	malkaŝeme, senkoste	ok	
freshly	1	LINK	freŝ	freŝe	freshly		1	A1		ok	
frilly	1						1	A1		no_match	
fulfil	1						1	A1		no_match	
fumble	1	NEW	fuŝpalp	fuŝpalpi	to fumble, touch, grope	fuŝ+palp	1	A1	ĉirkaŭpalpi	compound	
funeral	1	NEW	enterig	enterigo	burial, funeral, interment		1	A1	enterigiro, entombigo, funebraĵoj	ok	
funn	1						1	A1		no_match	
funniest	1						1	A1		no_match	
furthest	1						1	A1		no_match	
fuzzier	1						1	A1		no_match	
galore	1	NEW	sufiĉeg	sufiĉege	galore, aplenty, in abundance		1	A1		ok	
genius	1	NEW	geni	genio	genius		1	A1	geniulo, talentulo	ok	
